User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U3859,23,Other,Student,Android,4.2,2.6,2,8.1,9,36,5,3.7
U32562,57,Female,Student,iOS,2.9,6.6,8,4.6,5,55,2,9.2
U38793,29,Female,Business Owner,iOS,2.7,1.9,9,8.4,6,19,4,5.5
U8446,48,Female,Freelancer,Android,8.4,2.2,8,4.1,5,57,0,11.5
U7773,57,Female,Freelancer,iOS,5.5,1.4,2,6.1,9,38,1,8.9
U10870,41,Female,Business Owner,Android,6.9,6.8,3,4.2,9,21,1,9.1
U46361,33,Female,Student,iOS,5.9,4.5,9,4.6,5,6,2,13.7
U48807,45,Other,Professional,Android,7.8,6.2,1,8.3,3,43,1,5.7
U29175,40,Female,Business Owner,Android,1.3,5.3,1,6.4,7,57,2,10.2
U41829,27,Female,Student,iOS,6.7,2.2,6,8.6,7,34,5,12.8
U29274,50,Female,Business Owner,iOS,2.8,6.3,3,5.2,5,25,6,6.6
U16740,28,Male,Student,iOS,8.3,6.8,2,7.8,1,7,6,12.1
U43133,56,Male,Student,iOS,2.5,1.5,5,4.5,5,52,3,6.7
U26969,31,Other,Student,iOS,5.4,2.0,5,7.4,8,38,1,5.2
U21536,59,Male,Student,iOS,6.7,6.0,4,4.7,9,19,5,8.5
U30282,23,Female,Freelancer,Android,7.0,2.7,10,5.6,5,53,6,9.6
U29014,18,Other,Student,Android,11.7,3.5,9,4.0,3,5,5,7.1
U43841,47,Female,Freelancer,Android,3.0,5.2,3,7.0,2,35,4,9.1
U48723,33,Female,Professional,iOS,6.8,6.2,2,4.9,3,12,4,6.3
U32478,37,Female,Student,iOS,8.8,4.6,5,9.0,7,10,0,4.2
U15042,27,Male,Business Owner,Android,11.3,4.0,8,4.7,9,60,3,6.2
U2741,39,Female,Business Owner,iOS,4.0,5.1,3,4.2,8,10,3,13.4
U48418,43,Female,Business Owner,Android,9.9,5.3,6,5.5,10,36,4,12.0
U6129,22,Other,Professional,iOS,6.4,4.9,4,7.4,7,32,2,8.5
U11576,35,Male,Professional,iOS,9.3,1.9,9,4.5,6,17,1,6.6
U26971,44,Male,Student,Android,10.9,2.9,8,6.5,3,33,5,9.3
U48529,27,Male,Freelancer,iOS,3.7,5.3,7,6.2,1,18,4,4.7
U25632,52,Other,Business Owner,iOS,8.3,5.1,7,8.2,9,11,6,8.8
U4035,20,Female,Freelancer,Android,6.5,7.8,7,8.8,3,26,6,8.8
U16730,60,Female,Freelancer,Android,9.2,3.1,1,6.1,8,57,6,4.2
U26042,33,Female,Student,iOS,2.2,1.8,9,8.1,4,50,0,11.5
U42859,37,Female,Freelancer,Android,2.2,5.2,8,7.3,2,45,2,12.9
U41755,33,Male,Professional,iOS,8.5,5.9,3,8.9,5,44,0,11.3
U29996,44,Female,Student,iOS,11.8,4.8,7,8.0,4,30,1,11.4
U19793,28,Male,Student,iOS,2.7,0.7,9,8.9,8,34,1,6.0
U40179,25,Male,Professional,Android,10.3,6.4,2,5.6,8,15,3,5.6
U20211,55,Male,Student,iOS,3.1,6.6,3,6.9,4,42,1,11.8
U13965,56,Other,Professional,iOS,7.1,7.5,3,4.5,8,35,3,11.2
U27920,47,Female,Business Owner,iOS,11.5,7.0,5,8.8,3,15,1,5.8
U18138,41,Male,Business Owner,iOS,9.2,3.5,10,8.4,3,24,0,4.9
U30114,59,Female,Business Owner,Android,8.0,2.0,3,4.2,7,48,1,7.1
U37768,23,Female,Professional,Android,3.7,2.1,2,4.5,8,44,4,13.3
U49317,53,Female,Freelancer,Android,5.4,7.5,9,7.0,2,40,2,2.4
U24250,38,Female,Professional,iOS,1.6,3.5,3,4.3,10,26,1,10.5
U17354,18,Female,Business Owner,iOS,6.4,4.2,1,6.2,10,41,5,13.8
U2082,23,Female,Student,iOS,1.9,4.7,6,6.8,2,55,0,11.8
U41682,53,Female,Freelancer,Android,10.3,2.8,2,4.2,4,59,5,4.7
U43417,32,Other,Professional,Android,4.3,7.2,5,8.5,3,43,4,9.3
U30366,57,Male,Student,Android,6.4,1.0,4,8.3,9,30,5,4.7
U41712,20,Other,Professional,Android,9.1,4.1,1,8.3,3,44,3,11.3
U40156,52,Male,Business Owner,Android,5.1,2.9,6,7.4,2,17,4,5.3
U42811,28,Other,Student,Android,3.3,6.9,9,6.8,10,47,2,7.6
U30365,23,Other,Freelancer,Android,2.0,0.7,9,4.9,3,22,5,5.8
U42193,56,Male,Student,Android,9.4,2.5,2,8.3,9,30,3,8.9
U6851,46,Male,Freelancer,Android,6.4,1.6,7,4.5,6,54,4,5.9
U12066,58,Female,Professional,Android,2.5,5.0,4,6.4,9,7,5,10.6
U11221,23,Female,Freelancer,iOS,9.3,6.7,6,6.4,4,5,4,3.3
U15945,39,Female,Student,Android,1.1,5.5,9,6.3,9,9,5,13.8
U524,42,Other,Business Owner,iOS,9.7,1.4,2,8.8,4,48,0,4.7
U38824,51,Male,Professional,iOS,5.0,8.0,6,7.9,9,33,2,4.8
U40946,30,Male,Student,iOS,5.2,5.1,6,8.9,4,55,3,12.5
U35690,20,Male,Business Owner,iOS,7.5,0.6,1,8.8,1,60,0,3.6
U30838,21,Male,Professional,iOS,10.8,4.9,10,5.9,7,37,6,3.9
U11988,37,Male,Freelancer,iOS,3.1,4.8,1,4.5,10,33,1,6.3
U38203,53,Other,Professional,iOS,1.6,3.9,8,8.7,8,15,6,2.2
U38004,32,Female,Business Owner,iOS,5.4,3.8,5,4.1,6,58,3,5.0
U18481,26,Female,Professional,iOS,3.9,7.0,8,5.0,7,28,2,6.9
U44014,35,Male,Business Owner,Android,9.5,2.9,4,6.0,1,42,4,6.8
U30037,43,Other,Business Owner,Android,10.5,5.5,4,7.0,1,5,4,6.2
U46036,19,Male,Business Owner,iOS,7.6,1.0,8,5.5,8,49,6,10.9
U36925,56,Male,Professional,iOS,5.6,2.8,4,6.7,1,56,1,9.1
U29625,30,Other,Professional,Android,10.8,3.2,2,5.4,3,60,2,8.5
U30694,29,Male,Student,Android,8.3,4.3,5,7.6,3,29,6,2.4
U36551,20,Female,Business Owner,iOS,12.0,2.4,7,7.7,1,37,3,13.3
U24994,54,Female,Freelancer,Android,3.1,7.2,4,6.0,1,54,0,10.3
U47110,33,Other,Business Owner,Android,2.3,7.4,3,4.1,3,59,2,8.6
U23987,43,Female,Professional,iOS,1.2,6.4,4,8.2,8,40,6,7.4
U3069,48,Other,Professional,Android,9.8,4.1,7,4.7,2,26,5,11.1
U40643,36,Other,Student,Android,8.5,5.0,10,8.7,7,25,4,13.5
U40699,25,Other,Student,iOS,4.3,7.0,1,5.6,1,10,6,6.7
U23264,50,Male,Business Owner,iOS,3.5,7.4,10,4.3,2,27,2,9.2
U44117,20,Other,Professional,iOS,1.2,2.0,10,6.4,6,16,1,6.8
U33422,57,Female,Student,iOS,9.3,4.0,7,7.4,7,18,6,12.2
U38748,23,Female,Student,Android,8.7,6.8,8,7.5,8,7,5,11.1
U27450,45,Other,Freelancer,Android,6.4,7.0,3,6.8,2,54,0,9.6
U5397,48,Female,Freelancer,iOS,4.2,4.3,4,5.5,2,27,5,4.5
U19169,55,Male,Student,Android,4.2,6.9,9,6.7,10,50,2,4.4
U3760,24,Other,Business Owner,Android,1.9,3.9,8,6.9,10,21,4,8.7
U15704,56,Female,Business Owner,Android,7.8,5.3,7,5.2,4,46,0,14.0
U18830,47,Male,Freelancer,iOS,1.3,6.4,8,5.7,4,58,4,5.5
U43812,54,Male,Freelancer,iOS,6.5,5.2,4,6.3,2,5,6,9.5
U19225,33,Other,Freelancer,Android,10.4,6.3,5,8.3,7,54,1,9.1
U25163,41,Other,Freelancer,iOS,10.2,1.1,1,6.0,4,12,6,12.0
U29248,49,Other,Professional,Android,1.7,4.5,9,5.7,8,51,6,2.6
U5492,30,Male,Student,iOS,1.2,6.2,1,7.9,1,8,3,8.9
U49788,58,Male,Business Owner,iOS,4.9,7.0,7,4.4,5,53,1,4.5
U30974,56,Other,Professional,iOS,5.0,3.2,8,5.5,9,16,0,10.7
U48782,26,Female,Freelancer,iOS,1.6,7.9,2,5.1,7,30,5,5.8
U17197,58,Other,Professional,Android,9.8,3.5,7,8.0,7,42,5,10.6
U36609,54,Other,Professional,iOS,8.9,6.1,1,5.4,3,11,0,13.5
U47879,60,Other,Professional,Android,11.0,6.2,4,6.6,10,32,0,12.8
U25285,21,Other,Student,Android,5.4,6.9,3,8.8,4,54,0,4.4
U23075,49,Male,Student,iOS,4.9,2.3,10,4.6,10,35,3,4.7
U42738,34,Male,Professional,iOS,7.5,4.7,9,5.4,10,22,4,9.7
U10743,50,Female,Professional,iOS,5.6,2.1,3,8.7,7,20,3,4.2
U30602,36,Female,Freelancer,iOS,3.4,1.7,8,6.6,8,23,4,10.3
U38276,36,Other,Freelancer,iOS,4.1,7.2,10,5.4,4,58,5,12.2
U32739,52,Male,Business Owner,Android,4.7,7.7,7,5.4,5,56,6,3.8
U44094,19,Female,Student,iOS,2.1,7.3,5,5.2,2,27,4,13.4
U41105,56,Female,Professional,Android,11.3,7.2,10,4.4,5,33,3,4.4
U1183,27,Other,Freelancer,iOS,11.9,4.4,1,6.1,1,14,2,12.6
U34648,37,Male,Freelancer,iOS,10.3,6.0,6,8.7,3,12,3,8.2
U12241,38,Other,Professional,Android,8.3,6.6,6,5.3,8,22,2,11.8
U21565,45,Male,Business Owner,Android,3.2,1.2,5,4.9,6,34,2,5.5
U48812,51,Other,Student,Android,1.5,4.3,2,6.4,10,17,3,2.4
U38783,34,Female,Student,Android,2.4,2.4,6,5.9,5,58,3,9.1
U41809,34,Female,Business Owner,iOS,3.1,3.6,8,6.4,6,54,3,12.7
U17096,51,Male,Business Owner,Android,11.1,6.0,7,5.1,8,28,1,7.0
U30583,18,Other,Business Owner,iOS,11.5,4.1,7,6.8,5,16,0,13.6
U16750,19,Male,Freelancer,iOS,10.5,1.2,2,7.1,8,12,4,12.4
U27753,22,Male,Student,iOS,2.1,6.2,8,4.4,5,22,1,6.7
U16777,59,Female,Business Owner,Android,4.1,4.6,3,4.6,1,38,6,11.2
U5712,24,Female,Professional,iOS,2.8,5.1,3,7.7,6,51,0,3.0
U36441,35,Female,Freelancer,iOS,6.1,2.4,5,8.7,6,9,3,3.6
U48138,46,Female,Freelancer,iOS,9.0,4.0,10,5.4,10,18,5,5.2
U6202,35,Female,Student,Android,7.5,4.4,2,4.7,7,54,3,9.1
U31966,56,Female,Freelancer,Android,3.5,7.9,7,7.9,4,58,5,2.3
U42773,42,Female,Student,iOS,11.2,2.8,5,8.6,10,58,1,11.5
U3462,46,Other,Student,Android,8.9,5.6,4,5.0,3,52,2,4.4
U22961,34,Female,Business Owner,iOS,5.4,0.8,9,5.5,2,12,6,9.3
U33521,38,Female,Student,Android,2.4,2.1,8,6.5,1,7,5,10.6
U32339,57,Female,Business Owner,Android,8.7,1.9,3,9.0,4,36,1,11.6
U41591,55,Other,Freelancer,Android,10.2,1.5,8,4.2,3,5,3,12.1
U35239,41,Male,Professional,Android,8.6,6.2,6,7.8,1,48,4,3.1
U2528,35,Female,Freelancer,Android,1.6,1.6,2,4.6,2,47,2,10.3
U18882,55,Female,Student,iOS,11.7,6.6,3,6.8,5,9,3,10.1
U1485,40,Female,Professional,iOS,3.8,2.4,5,9.0,8,16,4,11.5
U29709,29,Female,Business Owner,Android,6.7,3.8,9,6.5,8,25,6,9.2
U3271,53,Female,Business Owner,Android,5.9,1.1,2,6.8,4,24,1,5.1
U3611,28,Female,Freelancer,Android,5.5,3.6,1,5.6,6,20,1,5.9
U11847,42,Female,Professional,iOS,5.0,0.9,10,5.3,8,26,3,11.1
U24067,41,Other,Student,iOS,8.7,7.8,6,7.6,10,42,0,3.5
U8761,25,Other,Student,Android,11.0,0.5,3,8.5,8,39,3,3.5
U35553,46,Other,Professional,Android,1.4,3.2,1,8.0,10,58,0,8.8
U10370,31,Other,Business Owner,iOS,2.4,2.4,3,8.3,8,42,5,8.2
U2465,54,Female,Freelancer,iOS,1.7,7.5,9,7.3,5,58,1,11.8
U48583,59,Other,Professional,Android,10.5,3.9,7,8.8,6,59,1,11.1
U28500,47,Female,Student,iOS,6.5,6.0,4,4.7,1,12,4,3.8
U22040,43,Female,Professional,Android,11.5,6.0,7,8.3,8,25,4,13.4
U42172,51,Male,Student,Android,4.3,5.0,9,7.7,9,18,2,12.3
U35907,33,Male,Freelancer,Android,3.3,7.3,3,7.0,8,24,5,4.1
U9390,59,Female,Professional,iOS,4.1,7.8,10,4.4,5,45,0,5.9
U28176,31,Male,Student,iOS,1.3,4.4,3,7.3,3,47,2,9.8
U46340,24,Female,Business Owner,iOS,5.0,5.6,7,4.9,5,23,4,4.9
U11164,20,Male,Professional,Android,1.4,3.9,8,5.0,4,39,0,3.3
U48267,19,Male,Business Owner,Android,9.0,3.0,6,5.1,3,19,2,13.4
U46901,60,Female,Business Owner,Android,1.3,2.7,2,4.9,2,31,3,2.9
U10759,37,Male,Business Owner,iOS,4.3,2.8,3,5.3,2,9,5,10.4
U45755,41,Other,Student,Android,5.5,4.6,4,4.2,5,51,1,3.6
U37079,20,Other,Professional,iOS,1.5,1.4,8,8.1,5,22,1,12.0
U23503,59,Female,Freelancer,Android,5.7,6.1,6,8.4,5,17,4,5.7
U38333,22,Other,Student,iOS,5.8,1.2,1,7.7,9,14,6,2.0
U38058,57,Other,Professional,iOS,3.7,3.8,2,6.3,3,5,6,12.5
U42244,46,Male,Professional,iOS,9.5,6.0,6,6.5,8,53,4,7.5
U28618,54,Female,Professional,Android,1.4,5.4,9,6.5,7,41,0,4.7
U37795,28,Female,Student,Android,5.0,5.1,5,6.8,8,9,1,5.1
U5565,34,Male,Freelancer,Android,5.3,6.1,3,6.3,8,19,0,5.3
U5908,30,Female,Professional,Android,3.8,7.0,3,8.0,6,21,6,5.2
U31305,34,Female,Freelancer,Android,9.2,7.6,2,5.8,1,58,4,13.8
U23182,33,Male,Student,Android,6.4,5.5,8,4.6,2,43,5,5.3
U37740,56,Male,Professional,Android,7.5,7.9,6,5.1,2,17,3,14.0
U41691,51,Other,Freelancer,iOS,8.8,3.4,3,8.5,8,11,6,8.9
U23373,49,Male,Business Owner,Android,6.5,3.7,1,7.4,3,5,5,13.4
U33790,57,Female,Student,iOS,5.2,5.3,8,8.1,2,14,2,10.5
U7443,42,Female,Professional,iOS,1.7,7.1,8,6.1,2,59,1,8.6
U7475,39,Other,Business Owner,Android,11.1,5.5,5,4.3,5,31,3,10.5
U24964,41,Male,Business Owner,Android,6.3,7.9,7,8.2,1,49,1,7.4
U41066,56,Other,Professional,iOS,10.3,2.8,9,6.1,5,6,3,7.1
U49172,44,Other,Business Owner,iOS,6.0,6.5,1,6.3,1,8,2,2.4
U35528,48,Other,Student,iOS,5.5,4.5,7,5.9,3,49,2,5.0
U20377,45,Male,Business Owner,iOS,3.4,1.9,9,7.0,10,47,3,11.5
U46011,42,Other,Business Owner,iOS,8.9,5.7,9,5.5,4,34,3,9.4
U41548,36,Male,Professional,iOS,7.2,7.9,2,5.3,8,31,6,10.0
U26459,24,Male,Student,Android,4.7,1.3,1,8.4,10,33,0,2.8
U20874,39,Male,Student,Android,2.5,7.2,1,5.3,9,45,1,5.3
U20484,51,Other,Business Owner,Android,10.0,4.3,2,4.6,6,34,0,6.8
U23499,49,Male,Student,iOS,1.6,3.4,2,7.5,8,25,6,2.6
U641,55,Female,Student,Android,6.3,2.8,3,4.3,8,13,1,9.9
U44856,36,Female,Professional,iOS,4.5,2.5,1,4.8,7,55,5,8.6
U14762,18,Female,Freelancer,Android,3.4,1.9,8,5.4,7,49,4,13.3
U10446,24,Other,Student,Android,11.9,3.7,3,5.7,7,32,2,12.2
U44158,56,Male,Professional,Android,6.0,3.3,1,6.8,6,28,0,5.4
U2876,27,Male,Freelancer,Android,3.6,3.6,7,5.7,3,9,4,8.0
U47178,48,Male,Student,iOS,8.5,2.2,8,7.9,6,38,4,10.2
U31532,45,Male,Business Owner,iOS,10.1,6.4,5,4.9,8,45,4,2.0
U25679,18,Other,Professional,iOS,5.2,7.7,7,5.1,10,53,3,3.2
U9849,45,Male,Student,iOS,2.0,6.2,7,8.6,5,14,4,9.7
U10599,18,Male,Professional,iOS,1.3,7.0,2,7.0,3,41,0,4.6
U4525,21,Other,Freelancer,Android,6.2,0.7,2,5.9,2,56,3,10.8
U46201,43,Other,Business Owner,Android,11.1,5.9,2,5.1,4,51,1,12.2
U48140,50,Female,Student,Android,6.5,3.1,9,6.7,6,51,3,3.5
U6516,26,Other,Student,Android,4.7,3.1,7,8.8,5,47,4,3.1
U25695,28,Male,Professional,iOS,6.3,0.8,9,4.1,6,7,1,3.2
U1509,56,Other,Freelancer,iOS,3.3,2.9,9,6.0,4,58,6,6.3
U42358,26,Male,Business Owner,iOS,8.8,5.5,5,4.8,1,52,2,11.8
U12286,45,Female,Business Owner,Android,3.3,6.9,6,4.2,5,18,5,5.4
U11016,43,Other,Freelancer,iOS,2.4,2.8,7,6.3,9,26,6,4.3
U46616,43,Male,Business Owner,Android,3.4,7.4,4,6.5,9,43,2,12.4
U27601,55,Other,Professional,Android,2.6,1.6,7,8.5,2,37,3,4.6
U40772,30,Female,Student,iOS,1.3,1.3,6,7.8,6,49,2,13.7
U46865,39,Other,Professional,Android,4.8,0.8,6,5.4,3,43,4,10.7
U29802,29,Female,Business Owner,Android,7.5,4.6,5,7.9,5,46,5,11.0
U18876,60,Female,Business Owner,iOS,6.8,4.3,3,6.7,2,53,2,3.6
U12794,31,Male,Business Owner,iOS,9.8,1.3,3,5.2,6,5,5,12.6
U5740,23,Male,Professional,iOS,11.6,4.2,10,6.3,1,16,1,7.1
U737,58,Female,Business Owner,Android,4.4,3.7,6,4.4,5,56,6,2.5
U3608,18,Male,Professional,iOS,5.9,8.0,10,7.0,10,30,1,6.3
U25430,30,Male,Student,Android,6.4,4.4,6,5.7,7,45,0,8.8
U30966,35,Female,Student,Android,10.3,4.4,9,5.6,1,44,3,4.3
U19707,58,Other,Professional,Android,4.2,4.8,3,7.4,9,34,0,13.7
U19971,32,Other,Freelancer,Android,7.6,5.1,5,5.5,7,9,6,8.7
U17458,21,Male,Freelancer,Android,11.1,3.7,10,4.7,1,59,5,5.1
U24793,44,Other,Business Owner,iOS,5.6,3.3,1,8.2,4,25,0,12.8
U46484,57,Female,Freelancer,iOS,2.2,2.2,10,6.9,7,34,1,8.3
U49632,23,Male,Professional,iOS,9.3,0.5,3,7.5,9,52,2,6.0
U25084,38,Female,Student,iOS,4.2,1.0,10,7.1,6,14,4,12.0
U2625,59,Other,Freelancer,iOS,5.9,4.1,5,8.5,7,25,2,3.5
U6955,47,Female,Business Owner,Android,8.8,7.0,10,6.0,10,13,4,6.7
U28740,37,Other,Business Owner,iOS,2.4,0.6,6,7.9,8,28,0,6.1
U27657,54,Other,Student,iOS,5.3,6.8,8,7.5,6,59,6,4.2
U20368,28,Male,Professional,iOS,7.6,1.1,3,7.0,10,47,3,10.7
U23478,53,Male,Business Owner,iOS,2.2,0.6,10,5.2,1,18,1,9.6
U27624,21,Female,Freelancer,iOS,1.5,3.8,8,4.2,8,32,4,9.7
U19340,49,Female,Freelancer,Android,5.5,2.5,3,5.7,4,50,3,7.8
U21493,55,Other,Professional,Android,3.9,7.3,2,4.5,4,43,4,7.1
U37083,30,Male,Freelancer,Android,10.1,0.5,1,6.4,9,50,1,11.6
U37058,18,Other,Business Owner,Android,9.9,4.2,5,8.9,10,44,6,12.3
U11547,32,Female,Freelancer,Android,1.8,4.5,5,7.4,2,44,1,6.9
U13096,37,Other,Freelancer,Android,10.0,6.7,10,8.7,8,40,1,10.8
U42858,46,Other,Professional,iOS,2.6,4.0,9,7.0,7,16,1,9.4
U29729,42,Other,Professional,iOS,5.1,1.5,4,5.0,3,60,1,10.9
U9988,39,Male,Student,iOS,2.7,5.4,9,7.7,9,42,6,3.8
U8478,37,Female,Professional,Android,2.1,4.9,1,6.5,6,35,5,9.7
U30170,57,Female,Student,iOS,2.9,6.1,6,4.6,9,7,4,13.2
U18973,60,Male,Student,Android,11.9,2.9,8,7.9,8,7,0,4.2
U39471,37,Male,Professional,iOS,7.6,2.8,10,5.3,5,22,3,4.3
U10735,23,Male,Freelancer,iOS,5.5,5.4,7,8.2,4,24,0,11.8
U2212,43,Other,Professional,iOS,8.1,4.1,4,8.0,4,33,1,4.3
U38742,59,Other,Professional,Android,11.4,7.1,7,6.9,10,49,2,9.8
U25388,54,Other,Student,Android,4.1,2.6,5,4.9,1,25,3,7.5
U27452,43,Male,Freelancer,Android,5.1,4.9,7,5.0,8,12,5,12.7
U31211,49,Other,Professional,Android,2.2,1.1,5,7.3,7,19,4,13.6
U32078,40,Other,Freelancer,Android,11.4,3.3,10,7.6,3,9,0,8.9
U18305,19,Female,Professional,Android,2.8,6.1,7,7.1,3,13,3,10.5
U36451,37,Female,Freelancer,iOS,1.5,2.8,7,6.5,8,7,1,8.0
U13671,59,Female,Freelancer,iOS,3.5,7.4,5,5.9,9,10,3,7.5
U8194,24,Male,Student,Android,2.7,4.9,10,6.4,10,30,3,5.3
U3289,59,Male,Business Owner,iOS,6.7,3.2,2,6.8,5,46,5,12.2
U47083,24,Female,Student,Android,8.2,8.0,3,6.9,4,42,2,14.0
U31430,41,Male,Business Owner,Android,8.0,2.8,5,6.2,10,38,2,3.2
U48364,38,Female,Business Owner,iOS,4.1,5.1,3,7.1,2,57,2,9.9
U31993,60,Male,Freelancer,iOS,9.3,7.3,9,4.5,5,16,1,13.0
U36437,20,Female,Student,Android,3.1,1.1,9,6.6,5,13,4,8.6
U21629,50,Other,Freelancer,Android,8.8,4.5,9,4.0,1,24,2,8.1
U38021,60,Other,Business Owner,iOS,6.7,3.0,7,5.3,7,28,6,7.5
U26165,32,Male,Professional,iOS,10.2,3.9,10,8.0,3,27,4,11.5
U12533,29,Other,Professional,iOS,7.0,1.5,5,8.6,10,31,1,10.0
U408,46,Female,Freelancer,iOS,5.6,7.5,6,5.1,3,13,4,11.0
U48608,44,Other,Freelancer,Android,1.9,4.7,2,5.7,9,35,2,5.1
U26367,39,Other,Professional,Android,2.8,1.1,9,5.1,10,27,2,12.3
U10744,52,Male,Professional,iOS,4.2,7.5,4,6.3,1,37,5,5.2
U33090,56,Female,Student,iOS,9.4,7.0,4,5.6,6,17,2,3.0
U10158,29,Male,Freelancer,iOS,7.1,4.1,6,6.3,10,29,2,8.0
U17165,38,Other,Business Owner,iOS,2.7,7.2,6,7.1,8,46,5,4.9
U43184,25,Female,Professional,Android,2.6,3.7,8,4.4,6,10,6,2.2
U2916,32,Other,Freelancer,Android,10.2,1.9,5,4.0,5,38,1,3.6
U27176,29,Other,Professional,iOS,5.6,2.5,4,8.2,9,29,2,11.2
U17898,55,Male,Business Owner,Android,10.8,5.4,10,8.7,1,6,6,7.3
U22473,41,Male,Freelancer,Android,3.6,3.0,2,6.5,4,12,5,5.3
U5229,32,Female,Freelancer,Android,5.4,1.1,10,7.3,10,24,4,11.7
U44791,42,Male,Business Owner,iOS,10.5,5.7,1,8.1,3,45,1,4.4
U344,60,Female,Business Owner,Android,10.5,2.0,2,7.9,3,49,5,7.2
U49311,27,Female,Business Owner,Android,11.5,1.7,9,8.6,2,16,4,9.7
U48980,45,Other,Professional,Android,6.3,0.7,1,5.2,6,10,0,2.6
U14585,30,Male,Business Owner,Android,2.5,4.7,3,7.7,5,44,5,8.5
U20217,35,Female,Business Owner,iOS,3.1,6.8,8,6.1,6,60,3,5.0
U23414,29,Male,Student,iOS,8.9,0.7,9,6.4,4,20,4,2.3
U37274,30,Male,Freelancer,Android,2.7,6.9,4,6.8,7,8,4,7.8
U47947,20,Female,Professional,Android,3.6,2.1,3,9.0,8,15,4,5.7
U42106,33,Other,Business Owner,iOS,6.3,2.4,8,6.6,7,28,1,7.8
U7238,49,Other,Professional,Android,11.1,7.4,7,7.9,2,31,0,11.7
U31867,44,Female,Freelancer,Android,9.9,3.1,5,6.1,9,20,4,9.3
U39266,35,Male,Professional,Android,9.7,1.6,2,7.7,10,58,6,8.4
U45052,27,Male,Professional,iOS,2.1,3.9,9,8.5,4,48,0,7.1
U47975,55,Other,Student,iOS,11.1,0.7,6,6.2,3,49,1,9.0
U27394,43,Female,Business Owner,Android,2.5,3.2,6,5.4,8,33,1,13.4
U22777,37,Female,Freelancer,Android,1.1,1.2,10,5.3,10,18,3,3.6
U17378,35,Other,Business Owner,iOS,11.1,3.5,3,6.5,6,17,3,12.3
U26295,53,Other,Student,iOS,9.5,7.5,5,7.0,1,28,2,6.7
U7252,46,Female,Business Owner,iOS,2.9,1.0,2,8.3,10,5,3,11.6
U25225,29,Male,Business Owner,Android,11.1,2.2,4,8.8,4,27,4,6.7
U26541,27,Female,Professional,Android,7.2,5.5,5,7.9,2,11,4,10.0
U7432,41,Male,Student,iOS,11.8,4.7,8,5.6,4,6,0,3.8
U1049,53,Female,Business Owner,Android,3.2,6.4,7,5.2,1,18,6,8.4
U44160,54,Male,Business Owner,iOS,10.9,3.5,1,8.2,10,23,3,2.2
U9119,45,Female,Professional,iOS,6.0,7.2,2,5.2,1,43,0,8.1
U32805,51,Female,Business Owner,Android,10.3,4.6,9,6.9,4,27,2,5.2
U45950,57,Male,Freelancer,iOS,5.5,1.5,4,5.8,9,6,5,2.5
U34108,20,Female,Business Owner,Android,10.7,4.6,9,4.1,3,23,3,13.6
U19722,35,Other,Business Owner,Android,3.1,5.0,7,7.0,10,18,3,10.6
U38371,51,Female,Freelancer,Android,8.3,3.7,9,4.6,1,10,4,4.2
U42960,55,Male,Freelancer,iOS,4.0,5.7,3,5.8,6,37,6,3.1
U12557,52,Other,Student,iOS,1.7,2.4,7,6.0,8,42,0,8.0
U36317,24,Female,Freelancer,Android,1.5,7.3,9,6.6,8,60,3,5.7
U27205,60,Other,Business Owner,Android,8.8,7.2,3,5.1,10,30,6,6.4
U39090,37,Other,Professional,Android,1.7,1.1,4,5.0,7,26,5,10.2
U8192,60,Male,Business Owner,Android,9.4,5.0,2,7.7,10,15,0,9.1
U14280,51,Female,Student,iOS,11.6,7.2,6,4.4,2,28,1,8.8
U38464,48,Female,Professional,iOS,5.4,3.0,9,4.6,7,5,0,9.3
U7673,20,Male,Business Owner,Android,8.0,4.6,7,6.6,8,51,5,12.2
U26392,53,Male,Student,iOS,8.4,4.3,4,8.7,3,34,6,13.6
U39901,31,Other,Professional,iOS,6.3,1.6,1,7.0,9,31,5,4.9
U36779,41,Other,Student,iOS,11.7,5.3,7,7.3,1,5,3,5.7
U43653,53,Male,Student,Android,11.2,3.2,6,6.1,9,13,5,11.2
U17760,18,Other,Business Owner,Android,11.5,4.4,4,4.9,6,12,5,10.7
U48384,48,Female,Student,iOS,4.7,5.7,1,6.5,4,59,2,10.1
U863,53,Female,Business Owner,iOS,3.0,6.9,5,6.5,2,29,1,3.2
U19262,25,Other,Student,iOS,5.1,1.0,3,5.7,3,46,1,6.9
U45076,37,Other,Professional,Android,5.6,0.8,7,7.9,5,50,1,13.0
U19558,45,Female,Professional,Android,11.9,7.0,2,6.9,2,49,3,3.8
U23429,47,Female,Professional,Android,10.8,3.9,2,7.5,4,32,4,10.5
U19273,41,Male,Freelancer,Android,4.1,5.8,10,4.5,6,18,1,2.2
U40677,26,Male,Business Owner,Android,1.3,2.4,2,7.1,9,28,0,12.7
U5569,32,Male,Business Owner,Android,7.7,2.4,6,5.3,8,58,0,3.2
U19285,31,Female,Freelancer,iOS,6.5,2.7,9,5.2,6,57,1,9.5
U17875,28,Other,Professional,Android,3.0,7.9,3,5.1,2,45,0,9.1
U3162,44,Female,Freelancer,iOS,8.5,7.7,9,5.0,8,54,3,12.2
